libreadline8t64:arm64	8.3-4	arm64
librtmp1:arm64	2.4+20151223.gitfa8646d.1-3	arm64
libsasl2-2:arm64	2.1.28+dfsg1-9ubuntu3	arm64
libsasl2-modules-db:arm64	2.1.28+dfsg1-9ubuntu3	arm64
libseccomp2:arm64	2.6.0-2ubuntu5	arm64
libselinux1:arm64	3.9-4build1	arm64
libsemanage-common	3.9-1build1	all
libsemanage2:arm64	3.9-1build1	arm64
libsepol2:arm64	3.9-2	arm64
libsframe3:arm64	2.46-3ubuntu2	arm64
libsmartcols1:arm64	2.41.3-3ubuntu2	arm64
libsqlite3-0:arm64	3.46.1-9ubuntu0.2	arm64
libss2:arm64	1.47.2-3ubuntu4	arm64
libssh2-1t64:arm64	1.11.1-1ubuntu0.26.04.4	arm64
libssl3t64:arm64	3.5.5-1ubuntu3.5	arm64
libstdc++-15-dev:arm64	15.2.0-16ubuntu1	arm64
libstdc++6:arm64	16-20260322-1ubuntu1	arm64
libsystemd0:arm64	259.5-0ubuntu3.4	arm64
libtasn1-6:arm64	4.21.0-2	arm64
libtinfo6:arm64	6.6+20251231-1	arm64
libtsan2:arm64	16-20260322-1ubuntu1	arm64
libubsan1:arm64	16-20260322-1ubuntu1	arm64
libudev1:arm64	259.5-0ubuntu3.4	arm64
libunistring5:arm64	1.3-2build1	arm64
libuuid1:arm64	2.41.3-3ubuntu2	arm64
libxxhash0:arm64	0.8.3-2build1	arm64
libzstd1:arm64	1.5.7+dfsg-3	arm64
linux-libc-dev:arm64	7.0.0-31.31	arm64
login	1:4.16.0-2+really2.41.3-3ubuntu2	arm64
login.defs	1:4.17.4-2ubuntu3	all
logsave	1.47.2-3ubuntu4	arm64
lto-disabled-list	79	all
make	4.4.1-3	arm64
mawk	1.3.4.20260129-1	arm64
media-types	14.0.0build1	all
mount	2.41.3-3ubuntu2	arm64
ncurses-base	6.6+20251231-1	all
ncurses-bin	6.6+20251231-1	arm64
netbase	6.5build1	all
openssl	3.5.5-1ubuntu3.5	arm64
openssl-provider-legacy	3.5.5-1ubuntu3.5	arm64
passwd	1:4.17.4-2ubuntu3	arm64
patch	2.8-2build1	arm64
perl	5.40.1-7ubuntu0.3	arm64
perl-base	5.40.1-7ubuntu0.3	arm64
perl-modules-5.40	5.40.1-7ubuntu0.3	all
procps	2:4.0.4-9ubuntu1	arm64
python3	3.14.3-0ubuntu2	arm64
python3-minimal	3.14.3-0ubuntu2	arm64
python3.14	3.14.4-1ubuntu0.2	arm64
python3.14-minimal	3.14.4-1ubuntu0.2	arm64
readline-common	8.3-4	all
rpcsvc-proto	1.4.3-1build1	arm64
rust-coreutils	0.8.0-0ubuntu3	arm64
sed	4.9-2ubuntu1	arm64
sensible-utils	0.0.26build1	all
sysvinit-utils	3.15-5ubuntu1	arm64
tar	1.35+dfsg-4ubuntu0.4	arm64
tmux	3.6a-2ubuntu0.1	arm64
tzdata	2026c-0ubuntu0.26.04.1	all
ubuntu-keyring	2023.11.28.1build1	all
util-linux	2.41.3-3ubuntu2	arm64
xz-utils	5.8.3-1	arm64
zlib1g:arm64	1:1.3.dfsg+really1.3.1-1ubuntu3	arm64
